Resource Name,Contact Phone,Website Address,Location (if applicable),NOTES
,602-267-4146,,"2702 E Washington St.,  Phoenix, AZ 85034",
,602-535-4444,,"3514 W Peoria Avenue,  Phoenix, AZ 85029",
Maricopa Skills Center,602-238-4300,,"1245 E. Buckeye Rd. Phoenix, AZ 85034","Offers college degrees and courses, technical  training and assistance with student  loans/grants."
Job Corps,"602-254-5921 
Fax: 602-322- 7071",https://jobs.maricopa.gov/,"518 S 3rd St. Phoenix, AZ 85004","Job Corps is a federal program that provides  technical school courses and career development services. Must be age 16-24  and have no pending court dates, fines, or  restitutions."
Maricopa Workforce  Connections,"602-372-4200 
Fax: 602-372- 4290",,"West Valley- 1840 N 95th Ave, Ste. 160, Phoenix,  AZ 85037","Help with unemployment insurance, job  search assistance, skill and aptitude assessments, career counseling, resume  writing, job readiness workshops, and  interview techniques. Specialized services for  veterans, youth, and those with disabilities. "
,"602-372-9700 
Fax: 602-372- 9794",,"East Valley- 735 N Gilbert  Rd., Ste. 134, Gilbert, AZ  85234",
St. Joseph the Worker,602-417-9854,https://www.sjwjobs.org/,"1125 W Jackson St., Phoenix, AZ 85007","Job readiness, job searching, employment  support, transportation assistance for jobs,  work essentials assistance. Employment must  guarantee at least 20 hours/week. Must have  verification of employment. "
,623-237-7856,,"6850 W Indian School  Rd., Phoenix, AZ 85033",
,602-810-0376,,Central Valley,
,602-316-3501,,West Valley,
,602-292-4294,,East Valley,
Hope Women’s Center,602-715-0999,,1500 E Thomas Rd.,"Women only. Weekly education classes for  healthy relationships, job skills, ESL, crafting,  exercise, nutrition, teaching children to read,  pre-natal & Infant care, first aid, faith-based  classes, one-on-one mentors available."
,480-983-9032,,252 N Ironwood Dr.,
Ability 360,602-256-2245,,"5025 E Washington St.,  Ste. 200",Employment assistance and support services  for those with disabilities through the Ticket  to Work program as part of your SSDI
,602-296-0551,,1229 E Washington St.,
,480-655-9750,,"2150 S Country Club Dr.,  Ste. 10",
,602-424-4100,,6829 N 57th Ave,
,520-316-4300,,1419 N Arizona Blvd,
Vocational Rehabilitation Program,1-800-563-1221,www.azdes.gov/RSA,,"Job assistance for those with disabilities.  Counselors with specialized training are  available to meet the needs of the  
blind/visually impaired, deaf/hearing  impaired, transition youth ages 14-24,  traumatic brain injury, spinal cord injury, and  behavioral health"
Arizona at Work,602-861-0208,,"9801 N 7th St., Phoenix,  AZ 85020","Training available for those seeking to  improve their employment status. Call for  more information. Provides 1:1 employment  counseling, workshops (resume, interview  techniques, computer basics, etc.), and QIOA  grants. Also offers the use of computers with  internet access, fax machines, copiers, and  telephone for job search purposes only. May  also provide assistance with transportation,  child care, counseling, minor medical  services, clothing for work or training, and  referrals to other agencies."
,623-247-3304,,"3402 N 51st Avenue, Phoenix, AZ 85031",
California Career Zone,,www.cacareerzone.org,,Free skills and interest assessments with a  feature that allows you to explore careers  according to the lifestyle you desire.
My Plan,,www.myplan.com,,"A site to help you explore both careers and  educational opportunities, choosing colleges,  majors, careers; assessments for personality,  skills, interests, values, and a career match."
LiveCareer,,https://www.livecareer.c om/career-test,,"Free career interest test, resume test, career satisfaction test, going back to school test,  business readiness test."
O*NET,,www.onetoonline.org,,"For researching career fields- salary information, types of education or training  required, employment trends."
Phoenix Job Corps Center,602-254-5921,,518 S 3rd St.,No-cost education and career technical  training program for youth ages 16-24
"The Arizona  
Opportunities  
Industrialization Center",602-254-5081,www.azoic.org,,"GED prep course, pre-employment work  maturity course, administrative office skills  course, counseling service, job placement  services, summer youth work experience  program, homeless veteran reintegration  program, pathways out of poverty program"
"Paz de Cristo  
Community Center",480-464-2370,,"424 W Broadway, Mesa,  AZ","Outreach program for homeless- clothes,  food, job programs. Evening meal served  daily 5:30 PM- 6:45 PM. Nurses available on  Wednesdays 4:30 PM- 6:00 PM. Bus pass  program for employment."
Friendly House,602-257-1870,https://www.friendlyhouse.org,"113 W Sherman St., Phoenix, AZ 85003","Academia del pueblo, Adult education,  college and career readiness program,  emergency support services, family  
immigration services, and many more. "
"Hope’s Crossing, Inc.",602-795-8098,,"830 N 1st Avenue, Phoenix, AZ 85003",createhope@hopecrossing.org
,,,,
LEGAL SERVICES,,,,
GENERAL RESOUCES,,,,
Lawyer referral services,602-2574434,,,
Legal LEARN Hotline,866-637-5341,,,
Community Justice Assistance Services,623-878-4100,,,"Free or low-cost legal resources, both in civil  and criminal law. Information about relevant  state laws governing the expungement or  sealing of criminal histories or addressing  other legal issues resulting from having  criminal record."
Arizona Fair Housing  Center,602-548-1599,,1402 S Central Ave,Provides services to individuals who have  suffered discrimination in any housing  situation. No cost.
Arizona Department of Economic Security Division of Aging and  Adult Services,602-542-4446,,1789 W Jefferson St.,Offers a basic legal service program for those  over the age of 60 years.
Maricopa Bar,602-257-4434,,303 E Palm Lane,Provides a 30-minute consultation with an  attorney for a fee of $35. Must fill out an  online request form or call for more  information and request.
St. Vincent de Paul,602-266-4673,,"420 W Watkins Rd., Phoenix, AZ 85003",Free legal advice clinics: 3rd Tuesday of every  month 4:30 PM- 6:30 PM
ASU Homeless Legal  Assistance Program,480-965-4151,,,Free legal assistance to the homeless in the  community. No cost. Process depend on  case. Must complete an intake first.
Catholic Community  Charities,602-285-1999,,Corporate office- 4747 N  7th Ave,"Free or low cost legal services available to  assist legal immigrant families with family based immigration needs. Legal services  include application for citizenship, petitions  to being relative to the US, applications for  work authorization, information about  pending immigration and naturalization  cases, legal representation in political asylum  and deportation, petitions for battered  spouses and children."
,602-997-6105,,Greater Phoenix- 1825 W  Northern Ave,
,,,East Valley- 2220 S Country Club Drive Suites  106 & 108,
,623-486-9868,,West Valley- 7400 W  Olive Ave #10,
AZ Center for Disability  Law,602-274-6287,,5025 E Washington St.,"Addresses issues such as special education,  employment, housing, public  
accommodations, abuse and neglect, and  access to appropriate health care. No cost.  Must complete intake first."
FLAP: Family Lawyer’s  Assistance Project,602-506-7948,,210 W Jefferson St. 6th floor,Provides assistance to those who are  representing themselves in family court  matters.
Southwest Fair Housing  Council (SWFHC),602-252-3423,,"323 W Roosevelt St., Ste.  100B",Assistance with the Residential Landlord and  Tenant Act
DES Division of Child Support and Enforcement,602-252-4045,www.azdes.gov/dcse,,"Locate non-custodial parents establish  paternity, establish and enforce support  orders and collect child support payments"
Fresh Start Women’s  Resource Center,602-252-8494,,"1130 E McDowell Rd.,  Phoenix, 85006","Case management, resource support, family  law support"
Community Legal Aid,602-258-3434,,"305 S 2nd Ave., Phoenix,  AZ 85003","Provides legal assistance, advice, representation, self-help materials, and legal  education. Assists with survivors of domestic  violence, victims of consumer fraud and  abuse, protects tenants from unlawful  practices by landlords, foreclosures, legal  problems affecting agricultural workers,  wage claims and employment matters."
,480-833-1442,,1220 S Alma School Rd.,
,,,,
REPRESENTATIVE PAYEE PROGRAMS,,,,
Ayundando Guardians,480-649-2657,,,
Project Home,602-252-3538,,1570 W. Van Buren,
,,,,
SHELTERS AND SERVICES,,,,
GENERAL RESOURCES,,,,
Emergency Shelter and Crisis Hotline,"2-1-1  
877-211-8661 
602-263-8900",,,
Shelter Information,602-759-5356,,,Single adults
,602-595-8700,,,Family Housing Hub
Healthcare for the Homeless,"602-372-2100
Human Services Campus  (602-229-1241)",,"220 S 12th Ave., Phoenix,  85007 ","Offers emergency, transitional, and permanent housing. Has health, substance  abuse, mental health, and case management  services."
St. Vincent de Paul,602-261-6883,,"420 W Watkins Street,  Phoenix, AZ 85003",Provide beds for night. Doors open at 7pm.  150 bed limit
SINGLE MEN’S SHELTERS,,,,
Central Arizona Shelter  Services (CASS),602-256-6945,,,
Church on the Street,"602-447-0259 
602-257-8918",,,Men over 18 years of age
"New Leaf, East Valley  Men’s Center",480-610-6722,,,
Central Arizona Shelter  Services (CASS),602-256-6945 Ext. 3059,,"230 S 12th Ave., Phoenix,  AZ 85007",Shelter for single adults
"House of Refuge for  
Homeless Men",602-678-0223,,"9835 N 7th St., Phoenix,  AZ 85020","This program is for fully employable, working  men only. No SSI or SSDI. You must be clean  and sober, as they have a zero (0) tolerance  drug policy, and do testing upon entry, and  random testing during your stay. They do not  accept convicted felons, sex offenders, or  plea bargains. There is a $100 per week fee  to stay here."
East Valley Men’s Center,480-610-6722,,,
Community Housing  Partnership,602-253-6905,,"609 N 9th St., Phoenix, AZ  85006",Provides affordable housing options for  families and individuals who are very low  income or homeless.
Phoenix Rescue Mission,602-233-3000,,"1801 S. 35th Ave., Phoenix, 85009",Transitional housing. Emergency housing
Men’s Overflow Shelter,602-759-5356,,"1214 W Madison, Phoenix, AZ 85007","Family housing hub and Welcome center will  complete assessments and determine the  client’s need for housing and shelter  assistance. If needed, the client will be  connected to a housing provider. Welcome  Center screens for CASS."
Andre House,"602-252-9023 
Fax: 602-254-3834",,"213 S 11th Ave., Phoenix,  85007",Single males must be actively looking for  work.
"Community of Christ 
(Monday- Friday, 5:15  pm for shelter)","Coordinator: 480-963-1423 ext 112 
Case Mgr: 480-963-1423 ext 101",,"730 N Alma School Rd,  Chandler, AZ 85224","I-HELP (Interfaith Homeless Emergency  Lodging Program) 
Provides a safe place to sleep and a hot meal  for homeless adults every night of the week.  Offers case management services to connect  homeless individuals to the vital resources needed to regain stability and break the  vicious cycle of homelessness. The mobile  shower unit, the “Chandler Clean Machine,”  provides guests with ready access to warm  shower. Case management Services: Job placement,  medical referrals, bus passes, benefits  connection (SNAP & AHCCCS), Housing  assistance. For emergency shelter, please report to  intake by 5:15 PM"
"Chandler Christian Community Center 
(Saturday- Sunday, 5:15 for shelter)",,,"345 S. California St., Chandler, AZ 95225",
SINGLE WOMEN’S SHELTERS,,,,
Central Arizona Shelter  Services (CASS),602-256-6945 Ext. 3059,,"230 S 12th Ave., Phoenix,  AZ 85007",Shelter for single adults
Dream Center,602-277-9977,,,
Gift of Mary Home,602-254-8424,,"1406 S 17th Ave, Phoenix,  AZ 85006",Women’s shelter
Andre House,"602-252-9023 
Fax: 602-254-3834",,"213 S 11th Ave., Phoenix,  85007",Single females must be actively looking for  work.
Watkins,602-252-3650,,,
Church on the Street,"602-447-0259 
602-257-8918",,,Women over 18 years of age
"Community of Christ 
(Monday- Friday, 5:15  pm for shelter)","Coordinator: 480-963-1423 ext 112 
Case Mgr: 480-963-1423 ext 101",,"730 N Alma School Rd,  Chandler, AZ 85224","I-HELP (Interfaith Homeless Emergency  Lodging Program) 
Provides a safe place to sleep and a hot meal  for homeless adults every night of the week.  Offers case management services to connect  homeless individuals to the vital resources needed to regain stability and break the  vicious cycle of homelessness. The mobile"
"Chandler Christian Community Center 
(Saturday- Sunday, 5:15  for shelter)",,,"345 S. California St., Chandler, AZ 95225","shower unit, the “Chandler Clean Machine,”  provides guests with ready access to warm  shower. 
Case management Services: Job placement,  medical referrals, bus passes, benefits  connection (SNAP & AHCCCS), Housing  assistance. For emergency shelter, please report to  intake by 5:15 PM"
East Valley Women’s  Center,480-969-1691,,,
Women’s Overflow Shelter,602-759-5356 602-263-8900,,"1120 W Watkins,  Phoenix, AZ","Single women and limited space for families.  Family housing hub and Welcome center will  complete assessments and determine the  client’s need for housing and shelter  assistance. If needed, the client will be  connected to a housing provider. Welcome  Center screens for CASS."
Community Housing  Partnership,602-253-6905,,"609 N 9th St., Phoenix, AZ  85006",Provides affordable housing options for  families and individuals who are very low  income or homeless.
PREGNANT WOMEN’S SUPPORTIVE SHELTERS,,,,
Maggie’s House,"602-257-4648 
602-262-5555",,,Pregnant women age 18 or older with no  dependent children & drug/alcohol free
Elizabeth’s House,480-491-0446,,,You are not allowed to stay up to six months  following birth of the child. It does not have  facilities for other children.
Michael’s House,623-842-1000,,,You are not allowed to stay up to six months  following birth of the child. It does not have  facilities for other children.
Gift of Mary Home,602-254-8424,,"1406 S 17th Ave, Phoenix,  AZ 85006",Can take early in pregnancy; Must have  picture ID & social security card
"Mercy Connection 
Laci’s Villa",602-577-1533,,"Goodyear, AZ",Temporary housing for pregnant women  with no dependent children
Compassion House,602-788-5234,,,"Residential housing for pregnant teens (ages  13017), teenage mothers with their babies"
"Florence Crittendon  
Services of AZ",602-274-7318,,"715 W Mariposa St., Phoenix, AZ 85013",Short and long term residential care for  pregnant and nonpregnant adolescent girls
Jesus Cares Ministries,480-831-1737,,,"Leave a message. Single pregnant, homeless  women and trouble teens ages 12-25. Not an  emergency shelter"
Tumbleweed Center,"602-841-5799 
crisis: 602-271-9904",,,Youth with babies/toddlers
Casa Linda Lodge,602-943-6461,,"1825 W Northern Ave, Phoenix, AZ",For ages 12- 16
"YMCA of Maricopa  
County","602-258-0990 
Fax:  602-258-9116",,755 E Willetta,Transitional housing for women with  children
Arizona Girl’s Ranch,480-941-0150,,,Teen Pregnancy Housing
CHILDREN’S SHELTERS,,,,
Child Crisis Center,602-273-7364,www.childcrisis.org,"2711 E Roosevelt, Phoenix, AZ 85008  
(Emergency Children’s  Shelter)",Temporary emergency shelter for children  birth to 11 years of age 
,480-969-2308,www.childcrisis.org,"604 W 9th St., Mesa, AZ  85201 
(Emergency Children’s Shelter)",
Crisis Nursery,602-273-7368,,,Children Ages 0-9 facing a crisis threatening  their physical or mental health or safety
Tumbleweed Center,"602-841-5799 
crisis: 602-271-9904",,,Minor services ages 12-17. Youth resource  centers
FAMILY SHELTERS,,,,
Family Housing Hub,602-595-8700,,"3307 E Van Buren Street,  Phoenix, AZ 85008",For adults with at least one minor child in  their physical custody and women in the 3rd trimester of pregnancy
Salvation Army,602-267-4130,,"2707 E Van Buren, Phoenix, AZ",Emergency family shelter
House of Refuge (East),480-988-9242,,"6935 E Williams Field,  Mesa, AZ 85212",Transitional Housing for families. Referrals  made through Family Housing Hub 602-595- 8700
Homeward Bound,602-263-7654,,"2302 W Colter, Phoenix,  AZ 85014",Transitional housing for families with minor  children. Call for an intake appointment.  Does not receive referrals from the Family  Housing Hub.
Labor’s Community Service Agency,602-263-5741,,"3117 N 16th St., Ste 100,  Phoenix, AZ 85016",Transitional housing. Call the Family Housing  Hub 602-595-8700 for information
UMOM New Day Centers,,,,Housing for families with children. Call the  Family Housing Hub 602-595-8700 for  information
Save the Family Foundation of AZ,480-898-0228,,"125 E University Dr., Mesa, AZ 85201",Transitional housing for families. Referral  made through the Family Housing Hub 602- 595-8700 for information
La Mesita Family Shelter,,,"2254 W Main St., Mesa,  8520",Homeless shelter for families with minor age  children. Referrals made through the Family  Housing Hub 602-595-8700 for information
Central Arizona Shelter Services (CASS)- Vista,"602-944-0960 
602-256-6945 Ext. 3059",,"230 S 12th Ave., Phoenix,  AZ 85007","Shelter for families. Health clinic, case  management, and support services"
Colina Family Emergency  Shelter,,,,
Community Housing  Partnership,602-253-6905,,"609 N 9th St., Phoenix, AZ  85006",Provides affordable housing options for  families and individuals who are very low  income or homeless.
YOUNGER ADULT’S SHELTER,,,,
Tumbleweed Center,"602-841-5799 
crisis: 602-271-9904",,,Emergency housing for young adults ages 18- 25 and their pets. Youth resource centers
OLDER ADULT’S SHELTER,,,,
Ozanam Manor- St. Vincent De Paul,602-850-6900,,"1730 E. Monroe, Phoenix, AZ 85043",Housing to homeless men/ women age 50  and above. Housing for physically or mentally  disabled adults.
Justa Center,602-254-6524,,"101 W Jefferson St., Phoenix, AZ 85007",Justa Center is a day resource center for  individuals 55+
DISABLED ADULT’S SHELTERS,,,,
Ozanam Manor- St. Vincent De Paul,602-850-6900,,"1730 E. Monroe, Phoenix, AZ 85043",Housing for physically or mentally disabled  adults age 18 and above.
TERROS Safe Haven,602-528-0758,,,Transitional shelter for chronically homeless  adults with a history of mental health  condition.
Community Housing  Partnership,602-253-6905,,"609 N 9th St., Phoenix, AZ  85006",Shared housing for older disabled men
VETERANS,,,,
VA Homeless call center,1-877-424-3838,,,
Victory Place,602-305-8585,,,For homeless veterans
VA Homeless Alignment  Program,602-277-5551,,,For veterans and their families
DOMESTIC VIOLENCE,,,,
Domestic Violence Shelter Information Line,480-890-3039,,,
Shelter Line (Maricopa  County only),"602-263-8900 
800-799-7739",,,Shelter Line (Maricopa County only)
DV Stop,480-890-3039,,,Connects victims of domestic violence with  resources including emergency shelter
Eve’s Place Mobile Advocacy Program,623-537-5380,,,"Supporting any victim of domestic, sexual,  and teen dating abuse by increasing access  to services through mobile advocacy"
Doves Transitional Shelter,602-264-4357,,,This is a domestic violence shelter for adults  over 50
Faith House,623-939-6798,,,30-day residential treatment program for  women and their children
De Colores,602-269-1515,,,"24 hour line, shelter, & children’s program"
Chrysalis,602-944-4999,https://noabuse.org/contact-us,"2055 W Northern Ave., Phoenix, AZ 85021","120-day shelter for women & children, anger  management group for men & women,  offender intervention, support"
My Sister’s Place,480-821-1024,,,Women & children; groups. The stay limit for  this program is 30-45 days. They do not  accept male children over the age of twelve  (12). They also require that any female  children over the age of eighteen (18)  register as a separate single client.
Sojourner Center,602-244-0997,,,Women and children; counseling for abused  women transitional housing
Autumn House,480-835-5555,,,"This program is for thirty (30) days. Boys are  allowed up to age seventeen (17), however,  if they are working, they may stay after their  eighteenth birthday as a family"
Salvation Army- Elim  house,602-267-4111,,,Women and children. This program accepts  children of both genders up to age of 17. The  standard stay in this program is for 30 days.
,,,,
HOUSING ASSISTANCE,,,,
Arizona Department of  Housing,602-771-1000,www.housingaz.com,,"Provides information of apartment rentals,  emergency repair, housing rehabilitation,  eviction/foreclosure assistance, fair housing  laws, homeownership assistance, section 8  housing. Unemployment, underemployment,  reinstatement mortgage payment assistance."
MesaCan Individual Development Accounts,480-969-4024,,"868 E University Drive,  Mesa, AZ 85203",IDAs are matched savings accounts that help  people build assets. Program offers matched  funds that can be used for down payments  for a first time home buyer and to ease the  burden of college costs
Arizona Foreclosure  Helpline,877-448-1211,,,Offers 2 foreclosure prevention programs.  Must meet certain requirements.
HUD Affordable Apartment search,,http://www.hud.gov/apps/section8/step2.cfm?state=AZ%2Carizona,,"Select City/County/Zip Code 
Specify Apartment type: Disable, Elderly,  Family, or Health Care 
Specify # of Bedrooms"
Government Benefits,,www.GovBenefits.gov,,Official website of the U.S> government that  provides a one-stop source for connecting to  over 1000 government assistance programs.
Community Housing  Partnership,602-253-6905,,"602 N 9th St., Phoenix, AZ  85006",Long term housing for formerly homeless  families and single men and women. Shared  housing for older disabled men.
Mesa City Housing Services,480-644-3535,,"415 N Pasadena, Mesa,  AZ 85201",Affordable housing for low income families
Shared Living for the Elderly,480-921-0134,,"2234 E Maryland, Tempe,  AZ",Sliding scale for social security recipients
Housing Authority of Maricopa County,602-257-1113,,"2024 N 7th St., #101,  Phoenix, AZ 85006",Sec. 8 Housing
Phoenix Housing Authority,602-534-2142,,,Sec 8 housing
City of Tempe Housing  Service Division,480-350-8950,,"21 E 6th St., #214 Tempe,  AZ 85281","HUD Housing, Sec 8 housing, assistance  program for very low income elderly and  disabled individuals and families"
,,,132 E 6 th #201,
Mesa Housing and Community Development,480-644-3535,,,
Mercy Housing Southwest,"602-840-1630 
Intake: 602-249-7543",,"401 W Baseline Rd. #105,  Tempe, AZ 85283","Help to low income individuals, families,  seniors, and special needs"
Kivel Manor,602-956-3110  x177,,"3040 N 36th St., Phoenix,  AZ 85018",HUD subsidized apartments for individuals  over 62
U.S. Department of Housing and Urban Development,"602-379-7240 
602-379-7100",,"1 N Central Ave, #600,  Phoenix, AZ, 85004","Sec 8 housing, public housing, rental  assistance"
Community Services of  AZ (Chandler),480-963-6276,,"670 N AZ Avenue, Ste  #23, Chandler, AZ 85225","Info, referral & assist to low income families  with housing counseling & education. Sec 8  housing, rental program, down payment  assistance."
New Christian Concepts,"602-995-6770 
Fax: 603-841- 1186",,"2609 W McLelland Blvd.,  Phoenix, AZ 85017","Ministry homes for the homeless. Clients are  required to have a criminal background  check, must attend all church services & bible  studies. Day labor offices are located nearby.  Monthly/daily fees"
Homebase Youth Services- Shelter for  Youth,602-263-5531,,,Day resource center to assist youth
Chandler Housing,480-782-3200,,"265 E Buffalo St., Chandler, AZ 85225","Public housing, Sect 8 housing to low income  individuals, family, self-sufficiency program,  low interest/no interest housing rehab, loans  & grants"
SENIOR HOUSING/ DISABILITY,,,,
Senior Planning,1-855-942-3322,,,Senior Planning will help any Arizona senior  or person with a disability qualify and find  care under the ALTCS program. We can help  ALTCS clients who have applied for the  program find care while they are waiting for  benefits to be approved by the state.
Area Agency on Aging,"602-264-4357 
602-241-6110 
602-230-9132 
602-264-2255 
888-783-7500",,"1366 E Thomas Road Suite 108, Phoenix, AZ  85014","AZ Links, Long term care options counseling,  specialized information and referral. Age range: 50  
Special focus: Disability issues, caregivers,  older adults service areas (Maricopa) Availability: Everyday 24/7"
Arizona Division of Aging and Adult Services,"602-542-4446 
Fax: 602-542- 6575",,,
Caregiver Resource Line,888-737-7494,,,
State Health Insurance  Assistance Program (SHIP),800-432-4040,,,
SUBSIDIZED HOUSING LIST,,,,
"Apartments where rents are set at 30% of a tenant’s income. Most require clean criminal background and rental  history. Waitlists vary. Must fill out application with each complex. 
Check this website to find out if the section 8 list in your area is open, recently closed, or opening up soon: https://affordablehousingonline.com/open-section-8-waiting-lists",,,,
Matthew Henson,602-252-1522,,"840 W Tonto Street.,  Phoenix, AZ 85007",
The Symphony,602-340-4408,,"1050 S 16th Dr., Phoenix,  AZ 85007",
Casa de Paz Fillmore,602-278-4332,,"3335 W Fillmore, Phoenix, AZ 85009",
Roosevelt East Apartment,602-275-0407,,"2339 E Roosevelt, Phoenix, AZ 85008",
Hell N’ Dell Apartments,602-275-6782,,"502 N 51st Street., Phoenix, AZ 85008",
Tempe Villa,480-968-9619,,"3425 S Priest Drive, Tempe, AZ 85282",
Franmar Manor Apartments,602-272-5382,,"3825 W McDowell Rd.,  Phoenix, AZ 85009",
Alma Park Apartments,480-964-9136,,"718 Alma School Rd.,  Mesa, AZ 85210",
Paradise Shadow Apartments,602-867-0988,,"16035 N 27th Street, Phoenix, AZ 85023",
Sunrise Vista Apartments,602-323-5256,,"4415 S 28th Street, Phoenix, AZ 85040",
McDowell East Apartments,602-275-2323,,"2433 E McDowell Rd.,  Phoenix, AZ 85008",
Roosevelt Plaza Apartments,602-275-5393,,"945 N 40th Street, Phoenix, AZ 85017",
Casa Blanca Apartments,602-242-4782,,"2520 W Mclellan Blvd.,  Phoenix, AZ 85017",
Broadway House Apartments,602-276-5430,,"2201-A E Broadway Rd.,  Phoenix, AZ 85040",
Lemon Grove Apartments,602-995-1961,,"7220 N 27th Ave., Phoenix, AZ 85051",
Casa Madrid Apartments,602-279-6543,,"4417 N 12th Street., Phoenix, AZ 85014",
Morningside Villa,602-863-0238,,"17802 N 19th Ave., Phoenix, AZ 85023",
Chandler Village Apartments,480-963-2685,,"598 N McQueen Rd., Chandler, AZ 8522",
Casa Mesa Estates,480-834-6728,,"1251 S Mesa Drive., Mesa, AZ 85210",
Western Sun Apartments,480-898-8725,,"615 S Williams, Mesa, AZ  85204",
Hartford Apartments,480-963-8375,,"580 W Galveston St., Chandler, AZ 85225",
Guadalupe Barrio Nuevo,480-820-2772,,"5805 E Calle Fortuanto  Serrano, Guadalupe, AZ",
Buckeye Villa Apartments,623-386-3547,,"300 S 9th Street, Buckeye,  AZ 85326",
Smoketree Apartments,623-386-5703,,"902 E Centre Ave., Buckeye, AZ 85326",
SENIOR ONLY SUBSIDIZED HOUSING,,,,
Hacienda de Los Arcros,480-945-4991,,"7529 E Culver St.,  Scottsdale, AZ 85257","Check this website to find out if the section 8  list in your area is open, recently closed, or  opening up soon: 
https://affordablehousingonline.com/open-section-8-waiting-lists"
Sunnyslope Manor,602-262-4047,,"Phoenix, AZ 85020",
Fellowship Towers,602-266-9438,,"222 E Indianola Ave.,  Phoenix, AZ 85012",
Hacienda Del Rio,602-272-7348,,"4121-4 W McDowell Phoenix, AZ 85009",
Vianney Villa,623-932-2036,,"750 S 4th Street, Avondale, AZ 85323",
,,,,
RECOVERY HOMES,,,,
Weekly fees may apply,,,,
"A website that list sober living homes in Arizona:  
http://soberliving.interventionamerica.org/citydirectory.cfm?State=AZ&city=Phoenix ",,,,
Casa Milagra,480-367-5715,,832 E Claremont Street,
Clean and Sober Thunderbird Premier  Home,602-435-6212,,,Men Only
SEEDS,602-369-7792,,,"Support, Education, Empowerment &  Direction. The program is a community based, safe, sober living environment  committed to the physical, mental, and  emotional healing of women (Women and  their Children)"
Destiny Sober Living,602-249-6674,,,
TLC Recovery Services,480-833-0143,www.transitionalliving.or g,,"$110/week/includes food 
*Can begin with promise to pay"
Crossroads,"602-263-5242 
Fax: 602-595- 4434",,"1700 E Thomas, Phoenix,  AZ 85016",
Ebony House,602-243-5492,,,Women’s Residential
Valley Hospital Women’s Program,602-952-3939,,,Detox Program
A Place in the Sun,602-368-7009,,,
Skelley House,602-909-5058,,,
Men’s Recovery Home,602-789-5309,,,
Victory Outreach Church ,,,"4331 N Central Ave., Phoenix, AZ 85012",
New Life Recovery,480-620-1405,,Mesa near Stapley and  Maine,$135/week
Changing Lives Center,602-688-6211,,,"Faith based, long term recovery for women  and children"
,602-688-6219,,,Intakes
Traditions Recovery,602-535-5958,,"2429 West Vista Avenue,  Phoenix, AZ 85021","Will help find job, works with convictions,  probation, etc."
A Journey Forward,602-795-6719,,,
Native American  Connections,602-254-3247,,"4520 N Central Ave., Suite #600, Phoenix, AZ  85012",
Casa de Amigas,602-265-9987,,"1648 W Colter St., Ste. 8,  Phoenix, AZ 85015",
Spirit of the Sun,602-864-5032,,"2610 W Mclellan Blvd.,  Phoenix, AZ 85017",Women. $290 to start then $120 a week
Alliance Sober Living  Homes for Men,180-030-6680,,"Scottsdale Rd. & Shea  Blvd, Scottsdale AZ 95254",
Clean House- Halfway  House,602-818-4107,,"2421 West Montebello  Drive, Phoenix, AZ 85015",
Community Bridges Center for Hope,480-461-1711,,"560 S Bellview St., Mesa,  AZ, 85204",
,,,,
AREA HOTELS/MOTELS,,,,
Extended Stay America,800-398-7829,,,
Phoenix/Scottsdale Hotel Reservations,800-728-3227,,,A complimentary reservation service
Residence Inn by Marriott,480-728-1551,,200 N Federal Street,
Spring Hill Suites by Marriott,480-726-7666,,225 N Metro Blvd,
PHOENIX,,,,
Best Western Grace Inn  (Ahwatukee),480-893-3000,,"5121 E LaPuente, Phoenix, AZ 85044",
La Quinta (Ahwatukee),480-961-7700,www.lq.com,"15421 S. 50th St., Phoenix, AZ 85044",
CHANDLER,,,,
Aloha,480-963-3403,,"445 N Arizona Ave., Chandler, AZ",W/C accessible
San Marcos,480-963-6655,,"1 San Marcos Place, Chandler AZ, 8522",
Best Western Inn &  Suites of Chandler,"480-814-8600 
fax: 480-814- 1198",,"950 N Arizona Ave, Chandler, AZ 85226",
Super 8 Motel,480-961-3888,,"7171 W Chandler Blvd.,  Chandler, AZ 85221",
Chandler Inn (Motel &  Apartments),480-963-6361,,,
Prime Hotels & Resorts,"480-961-4444 
fax: 480-940- 0269",,"7475 W Chandler Blvd.,  @ I-10 Chandler, AZ,  85226",
Hilton Phoenix Chandler,"480-899-7400 
fax: 480-899-7420",,"2929 W Frye Rd., Chandler, AZ 85224",
Hampton Inn & Suites/  Homewood Suites Chandler Fashion Center,480-917-9500,,"1231 S Spectrum Blvd,  Chandler, AZ 85255",
Fairfield Inn,480-940-0099,,"7425 W Chandler Blvd.,  Chandler, AZ",
Homegate Suite,480-753-6700,,,"West side of Chandler Blvd., Off I-10"
Hawthorn Suites,480-705-8881,,"5858 W Chandler Blvd.,  Chandler, AZ 85226",
Homewood Suites,480-962-5700,,"1221 S Spectrum Blvd.,  Chandler, AZ 85255",
Microtel Inn & Suites,480-705-8882,,"255 N Kyrene Rd., Chandler, AZ 85226",
GILBERT,,,,
Hampton Inn,480-543-1500,,"3265 S Market St., Gilbert, AZ 85297",
"InTown Suites 
Extended- Stay Living",480-539-7500,,"2350 W Obispo Ave, Gilbert, AZ 58233",
